order_id,claim_type,claim_detail,claim_date
384,Other,The coffee shop did not offer enough variety on the menu.,2024-05-20 00:38:00
385,Atmosphere,The coffee shop was too noisy and loud.,2024-05-19 18:30:00
386,Atmosphere,The coffee shop was too noisy and loud.,2024-05-19 03:09:00
387,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-05-19 22:31:00
388,Service,The overall experience was unsatisfactory due to poor service.,2024-05-20 00:47:00
389,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-05-19 12:25:00
390,Service,The barista made the drink incorrectly.,2024-05-20 11:53:00
391,Taste (Food),The salad dressing was overwhelming.,2024-05-20 14:06:00
392,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-05-20 01:21:00
393,Atmosphere,The coffee shop was dirty or untidy.,2024-05-20 12:10:00
394,Service,The service was slow and inefficient.,2024-05-20 06:56:00
395,Other,The restroom was dirty or out of order.,2024-05-20 01:38:00
396,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-05-20 09:11:00
397,Service,The staff seemed uninterested and disengaged.,2024-05-21 00:23:00
398,Other,Overall I would not recommend this coffee shop to others.,2024-05-20 17:56:00
399,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-20 12:49:00
400,Service,The service was slow and inefficient.,2024-05-20 22:02:00
401,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-05-20 03:49:00
402,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-20 12:01:00
403,Atmosphere,The seating was uncomfortable.,2024-05-20 16:05:00
404,Service,The staff were rude and unhelpful.,2024-05-20 20:40:00
405,Other,Overall I would not recommend this coffee shop to others.,2024-05-20 05:31:00
406,Atmosphere,The seating was uncomfortable.,2024-05-20 23:33:00
407,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-05-20 01:59:00
408,Atmosphere,There were no available power outlets for charging devices.,2024-05-20 14:32:00
409,Service,The overall experience was unsatisfactory due to poor service.,2024-05-20 11:10:00
410,Service,The overall experience was unsatisfactory due to poor service.,2024-05-20 12:15:00
411,Taste (Food),The food was bland and unappetizing.,2024-05-21 07:24:00
412,Other,Overall I would not recommend this coffee shop to others.,2024-05-21 01:43:00
413,Service,The staff did not address concerns or complaints effectively.,2024-05-21 13:04:00
414,Taste (Food),The cake was dry and flavorless.,2024-05-21 20:29:00
415,Service,The barista made the drink incorrectly.,2024-05-21 18:30:00
416,Atmosphere,The coffee shop was too noisy and loud.,2024-05-21 21:55:00
417,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-21 06:12:00
418,Other,Overall I would not recommend this coffee shop to others.,2024-05-21 03:03:00
419,Other,The restroom was dirty or out of order.,2024-05-21 17:59:00
420,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-05-21 04:33:00
421,Service,The barista made the drink incorrectly.,2024-05-21 01:09:00
422,Other,The coffee shop did not offer enough variety on the menu.,2024-05-21 17:06:00
423,Other,The coffee shop was not accessible to people with disabilities.,2024-05-21 20:04:00
424,Taste (Food),The sandwich was soggy.,2024-05-21 21:05:00
425,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-21 20:00:00
426,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-21 04:56:00
427,Service,The order was incorrect.,2024-05-21 21:07:00
428,Taste (Food),The ingredients did not taste fresh.,2024-05-21 17:58:00
429,Atmosphere,The decor was outdated or unappealing.,2024-05-21 06:12:00
430,Atmosphere,The music was too loud or not to my taste.,2024-05-22 03:22:00
431,Service,The overall experience was unsatisfactory due to poor service.,2024-05-23 00:04:00
432,Service,There was a long wait time for the order.,2024-05-22 03:42:00
433,Service,The staff did not address concerns or complaints effectively.,2024-05-22 02:51:00
434,Atmosphere,The lighting was too dim or too bright.,2024-05-22 03:36:00
435,Other,Overall I would not recommend this coffee shop to others.,2024-05-22 23:45:00
436,Atmosphere,The music was too loud or not to my taste.,2024-05-22 22:53:00
437,Service,The barista made the drink incorrectly.,2024-05-22 02:36:00
438,Taste (Food),The sandwich was soggy.,2024-05-22 13:23:00
439,Service,The service was slow and inefficient.,2024-05-22 15:15:00
440,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-22 09:19:00
441,Service,The barista made the drink incorrectly.,2024-05-22 08:25:00
442,Service,The order was incorrect.,2024-05-22 05:53:00
443,Taste (Food),The sandwich was soggy.,2024-05-22 01:09:00
444,Service,There was a long wait time for the order.,2024-05-22 19:03:00
445,Other,The coffee shop did not offer enough variety on the menu.,2024-05-22 08:13:00
446,Taste (Pastries),The pastry was stale and dry.,2024-05-22 10:16:00
447,Taste (Food),The food was bland and unappetizing.,2024-05-22 12:08:00
448,Taste (Food),The food was bland and unappetizing.,2024-05-23 00:52:00
449,Service,The staff did not address concerns or complaints effectively.,2024-05-24 00:45:00
450,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-23 05:03:00
451,Atmosphere,The music was too loud or not to my taste.,2024-05-23 05:34:00
452,Atmosphere,The music was too loud or not to my taste.,2024-05-23 16:24:00
453,Other,The restroom was dirty or out of order.,2024-05-23 20:36:00
454,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-24 00:55:00
455,Taste (Food),The food was bland and unappetizing.,2024-05-23 19:02:00
456,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-05-23 06:09:00
457,Other,The Wi-Fi was not working or slow.,2024-05-24 00:39:00
458,Taste (Food),The food was bland and unappetizing.,2024-05-23 18:37:00
459,Other,The coffee shop did not offer enough variety on the menu.,2024-05-23 20:55:00
460,Atmosphere,The music was too loud or not to my taste.,2024-05-23 07:08:00
461,Atmosphere,The coffee shop was too noisy and loud.,2024-05-23 06:23:00
462,Other,Overall I would not recommend this coffee shop to others.,2024-05-23 17:29:00
463,Taste (Food),The sandwich was soggy.,2024-05-23 10:26:00
464,Service,The service was slow and inefficient.,2024-05-23 12:10:00
465,Other,The coffee shop did not offer enough variety on the menu.,2024-05-23 14:38:00
466,Taste (Coffee),The coffee was burnt and bitter.,2024-05-23 05:10:00
467,Atmosphere,The temperature was too hot or too cold.,2024-05-23 07:41:00
468,Other,The coffee shop did not offer enough variety on the menu.,2024-05-24 12:07:00
469,Atmosphere,The lighting was too dim or too bright.,2024-05-24 14:48:00
470,Other,The prices were too high for the quality offered.,2024-05-24 07:56:00
471,Other,The restroom was dirty or out of order.,2024-05-24 21:55:00
472,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-24 12:47:00
473,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-05-24 01:46:00
474,Service,The staff did not address concerns or complaints effectively.,2024-05-24 06:44:00
475,Atmosphere,The coffee shop was too noisy and loud.,2024-05-24 23:12:00
476,Atmosphere,The temperature was too hot or too cold.,2024-05-24 07:36:00
477,Other,The coffee shop did not offer enough variety on the menu.,2024-05-25 00:33:00
478,Other,Overall I would not recommend this coffee shop to others.,2024-05-24 12:40:00
479,Service,The service was slow and inefficient.,2024-05-24 01:13:00
480,Atmosphere,The coffee shop was dirty or untidy.,2024-05-24 11:04:00
481,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-24 15:39:00
482,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-25 00:59:00
483,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-24 16:52:00
484,Taste (Food),The ingredients did not taste fresh.,2024-05-24 01:43:00
485,Service,The staff were rude and unhelpful.,2024-05-24 05:10:00
486,Other,The restroom was dirty or out of order.,2024-05-24 16:15:00
487,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-24 14:11:00
488,Taste (Food),The food was not fresh.,2024-05-24 03:52:00
489,Other,The restroom was dirty or out of order.,2024-05-25 06:36:00
490,Taste (Food),The ingredients did not taste fresh.,2024-05-25 20:47:00
491,Atmosphere,There were no available power outlets for charging devices.,2024-05-25 03:12:00
492,Service,The barista made the drink incorrectly.,2024-05-25 16:23:00
493,Service,The barista made the drink incorrectly.,2024-05-25 08:49:00
494,Taste (Food),The food was not fresh.,2024-05-25 21:28:00
495,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-25 11:29:00
496,Taste (Food),The ingredients did not taste fresh.,2024-05-25 22:51:00
497,Atmosphere,The temperature was too hot or too cold.,2024-05-25 10:36:00
498,Atmosphere,The music was too loud or not to my taste.,2024-05-25 11:25:00
499,Other,The Wi-Fi was not working or slow.,2024-05-25 02:03:00
500,Other,The coffee shop was not accessible to people with disabilities.,2024-05-25 09:47:00
501,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-05-25 15:30:00
502,Other,The restroom was dirty or out of order.,2024-05-25 22:52:00
503,Other,The restroom was dirty or out of order.,2024-05-25 10:00:00
504,Atmosphere,There were no available power outlets for charging devices.,2024-05-25 20:57:00
505,Service,There was a long wait time for the order.,2024-05-25 02:54:00
506,Taste (Food),The ingredients did not taste fresh.,2024-05-25 03:47:00
507,Other,The prices were too high for the quality offered.,2024-05-25 19:30:00
508,Other,The Wi-Fi was not working or slow.,2024-05-25 19:02:00
509,Service,The order was incorrect.,2024-05-26 12:43:00
510,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-26 13:05:00
511,Other,The Wi-Fi was not working or slow.,2024-05-26 13:33:00
512,Taste (Coffee),The coffee was burnt and bitter.,2024-05-26 08:25:00
513,Other,The Wi-Fi was not working or slow.,2024-05-26 15:35:00
514,Taste (Food),The food was not fresh.,2024-05-26 13:00:00
515,Service,The staff did not address concerns or complaints effectively.,2024-05-26 17:09:00
516,Taste (Food),The sandwich was soggy.,2024-05-26 20:53:00
517,Taste (Food),The food was bland and unappetizing.,2024-05-26 05:42:00
518,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-26 01:58:00
519,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-26 04:58:00
520,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-26 05:00:00
521,Service,The order was incorrect.,2024-05-26 01:22:00
522,Atmosphere,The music was too loud or not to my taste.,2024-05-26 22:26:00
523,Service,The staff seemed uninterested and disengaged.,2024-05-26 19:58:00
524,Atmosphere,The seating was uncomfortable.,2024-05-26 14:44:00
525,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-26 07:19:00
526,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-05-26 07:12:00
527,Other,There were limited options for non-coffee drinkers.,2024-05-26 23:22:00
528,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-05-26 13:30:00
529,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-05-26 13:37:00
530,Service,The overall experience was unsatisfactory due to poor service.,2024-05-27 15:24:00
531,Atmosphere,The lighting was too dim or too bright.,2024-05-27 11:07:00
532,Atmosphere,The seating was uncomfortable.,2024-05-27 23:09:00
533,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-27 04:04:00
534,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-05-27 01:35:00
535,Service,The staff seemed uninterested and disengaged.,2024-05-27 14:10:00
536,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-05-27 15:49:00
537,Atmosphere,The temperature was too hot or too cold.,2024-05-27 17:55:00
538,Other,The prices were too high for the quality offered.,2024-05-27 15:27:00
539,Taste (Food),The ingredients did not taste fresh.,2024-05-27 17:38:00
540,Other,Overall I would not recommend this coffee shop to others.,2024-05-27 15:00:00
541,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-05-27 07:17:00
542,Other,The restroom was dirty or out of order.,2024-05-27 23:54:00
543,Atmosphere,The coffee shop was dirty or untidy.,2024-05-27 02:53:00
544,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-27 14:18:00
545,Taste (Food),The sandwich was soggy.,2024-05-27 05:57:00
546,Taste (Food),The food was not fresh.,2024-05-27 15:48:00
547,Other,The coffee shop did not offer enough variety on the menu.,2024-05-28 00:34:00
548,Other,The prices were too high for the quality offered.,2024-05-27 07:56:00
549,Atmosphere,The coffee shop was too noisy and loud.,2024-05-27 15:34:00
550,Other,The coffee shop did not offer any loyalty or rewards program.,2024-05-27 08:17:00
551,Atmosphere,The decor was outdated or unappealing.,2024-05-27 07:34:00
552,Service,The barista made the drink incorrectly.,2024-05-28 16:15:00
553,Atmosphere,The decor was outdated or unappealing.,2024-05-28 02:19:00
554,Atmosphere,The coffee shop was dirty or untidy.,2024-05-28 01:07:00
555,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-28 23:01:00
556,Service,The staff seemed uninterested and disengaged.,2024-05-28 17:31:00
557,Atmosphere,The coffee shop was dirty or untidy.,2024-05-28 05:38:00
558,Taste (Food),The food was bland and unappetizing.,2024-05-28 16:17:00
559,Atmosphere,The coffee shop was too crowded and cramped.,2024-05-28 21:17:00
560,Other,There were limited options for non-coffee drinkers.,2024-05-28 08:29:00
561,Other,The coffee shop did not offer enough variety on the menu.,2024-05-28 13:47:00
562,Other,The coffee shop was not accessible to people with disabilities.,2024-05-28 23:41:00
563,Other,There were limited options for non-coffee drinkers.,2024-05-28 17:11:00
564,Other,The Wi-Fi was not working or slow.,2024-05-28 21:29:00
565,Taste (Food),The food was not fresh.,2024-05-28 14:28:00
566,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-05-28 17:13:00
567,Service,The order was incorrect.,2024-05-28 21:20:00
568,Service,The service was slow and inefficient.,2024-05-29 00:46:00
569,Other,The prices were too high for the quality offered.,2024-05-28 16:15:00
570,Service,The barista made the drink incorrectly.,2024-05-28 21:53:00
571,Service,The barista made the drink incorrectly.,2024-05-28 16:45:00
572,Service,The overall experience was unsatisfactory due to poor service.,2024-05-28 04:20:00
573,Other,Overall I would not recommend this coffee shop to others.,2024-05-29 07:03:00
574,Taste (Food),The food was not fresh.,2024-05-29 15:56:00
575,Atmosphere,The lighting was too dim or too bright.,2024-05-29 04:25:00
576,Atmosphere,The lighting was too dim or too bright.,2024-05-29 20:43:00
577,Taste (Food),The food was bland and unappetizing.,2024-05-29 08:40:00
578,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-05-29 10:04:00
579,Other,The prices were too high for the quality offered.,2024-05-29 11:30:00
580,Other,The coffee shop did not offer enough variety on the menu.,2024-05-29 12:08:00
581,Other,Overall I would not recommend this coffee shop to others.,2024-05-29 20:51:00
582,Service,The staff did not address concerns or complaints effectively.,2024-05-29 06:10:00
583,Other,The restroom was dirty or out of order.,2024-05-29 14:29:00
584,Atmosphere,There were no available power outlets for charging devices.,2024-05-29 08:47:00
585,Taste (Coffee),The coffee was weak and watery.,2024-05-29 01:48:00
586,Other,The Wi-Fi was not working or slow.,2024-05-29 09:47:00
587,Atmosphere,There were no available power outlets for charging devices.,2024-05-29 09:14:00
588,Taste (Food),The sandwich was soggy.,2024-05-29 14:18:00
589,Taste (Food),The food was not fresh.,2024-05-29 07:43:00
590,Taste (Coffee),The espresso was over-extracted and harsh.,2024-05-29 12:40:00
591,Service,The staff did not address concerns or complaints effectively.,2024-05-29 19:51:00
592,Other,The coffee shop did not offer enough variety on the menu.,2024-05-30 04:30:00
593,Other,Overall I would not recommend this coffee shop to others.,2024-05-30 04:11:00
594,Atmosphere,The lighting was too dim or too bright.,2024-05-30 20:12:00
595,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-05-30 09:55:00
596,Service,The service was slow and inefficient.,2024-05-30 04:43:00
597,Other,Overall I would not recommend this coffee shop to others.,2024-05-30 13:06:00
598,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-05-30 20:19:00
599,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-30 09:51:00
600,Service,The barista made the drink incorrectly.,2024-05-30 06:08:00
601,Other,The coffee shop did not offer enough variety on the menu.,2024-05-30 05:37:00
602,Other,The coffee shop did not offer enough variety on the menu.,2024-05-30 04:58:00
603,Service,The overall experience was unsatisfactory due to poor service.,2024-05-30 22:54:00
604,Service,The order was incorrect.,2024-05-30 02:26:00
605,Taste (Food),The salad dressing was overwhelming.,2024-05-30 14:44:00
606,Service,The overall experience was unsatisfactory due to poor service.,2024-05-30 07:02:00
607,Atmosphere,The decor was outdated or unappealing.,2024-05-30 23:58:00
608,Taste (Coffee),The coffee was weak and watery.,2024-05-30 01:14:00
609,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-30 15:01:00
610,Taste (Pastries),The pastry was stale and dry.,2024-05-30 15:25:00
611,Taste (Food),The food was not fresh.,2024-05-30 21:29:00
612,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-30 04:11:00
613,Atmosphere,The music was too loud or not to my taste.,2024-05-30 01:30:00
614,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-31 10:17:00
615,Service,The barista made the drink incorrectly.,2024-05-31 14:55:00
616,Service,The barista made the drink incorrectly.,2024-05-31 16:52:00
617,Service,The barista made the drink incorrectly.,2024-05-31 14:04:00
618,Other,The Wi-Fi was not working or slow.,2024-05-31 11:55:00
619,Taste (Food),The food was not fresh.,2024-05-31 15:31:00
620,Service,The service was slow and inefficient.,2024-05-31 23:15:00
621,Service,The barista made the drink incorrectly.,2024-05-31 14:28:00
622,Atmosphere,The temperature was too hot or too cold.,2024-05-31 04:55:00
623,Taste (Coffee),The coffee was weak and watery.,2024-05-31 14:55:00
624,Atmosphere,The music was too loud or not to my taste.,2024-05-31 06:48:00
625,Service,The barista was not knowledgeable about the coffee or menu.,2024-05-31 12:41:00
626,Taste (Coffee),The coffee was burnt and bitter.,2024-05-31 05:16:00
627,Atmosphere,The lighting was too dim or too bright.,2024-05-31 12:00:00
628,Atmosphere,The coffee shop was too noisy and loud.,2024-05-31 02:08:00
629,Other,The prices were too high for the quality offered.,2024-05-31 19:04:00
630,Other,The restroom was dirty or out of order.,2024-05-31 19:37:00
631,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-06-01 00:50:00
632,Other,Overall I would not recommend this coffee shop to others.,2024-05-31 21:34:00
633,Service,The staff did not address concerns or complaints effectively.,2024-06-01 20:05:00
634,Taste (Food),The food was bland and unappetizing.,2024-06-01 10:27:00
635,Other,Overall I would not recommend this coffee shop to others.,2024-06-01 20:36:00
636,Taste (Food),The salad dressing was overwhelming.,2024-06-01 12:37:00
637,Taste (Food),The food was bland and unappetizing.,2024-06-01 17:28:00
638,Other,The restroom was dirty or out of order.,2024-06-01 09:10:00
639,Taste (Food),The ingredients did not taste fresh.,2024-06-01 18:54:00
640,Service,The staff seemed uninterested and disengaged.,2024-06-01 01:39:00
641,Other,There were limited options for non-coffee drinkers.,2024-06-01 08:09:00
642,Service,The overall experience was unsatisfactory due to poor service.,2024-06-01 10:59:00
643,Taste (Coffee),The coffee was weak and watery.,2024-06-01 03:27:00
644,Service,The order was incorrect.,2024-06-01 12:17:00
645,Other,The coffee shop was not accessible to people with disabilities.,2024-06-01 02:33:00
646,Atmosphere,The music was too loud or not to my taste.,2024-06-01 07:05:00
647,Other,The Wi-Fi was not working or slow.,2024-06-01 18:36:00
648,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-01 05:37:00
649,Atmosphere,The temperature was too hot or too cold.,2024-06-01 16:47:00
650,Service,The barista was not knowledgeable about the coffee or menu.,2024-06-01 01:53:00
651,Taste (Pastries),The pastry was stale and dry.,2024-06-01 14:46:00
652,Other,The coffee shop did not offer enough variety on the menu.,2024-06-01 03:45:00
653,Other,Overall I would not recommend this coffee shop to others.,2024-06-01 06:49:00
654,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-06-02 21:35:00
655,Other,Overall I would not recommend this coffee shop to others.,2024-06-02 22:14:00
656,Other,The coffee shop did not offer enough variety on the menu.,2024-06-02 07:51:00
657,Other,The coffee shop did not offer any loyalty or rewards program.,2024-06-02 04:27:00
658,Atmosphere,The lighting was too dim or too bright.,2024-06-03 00:40:00
659,Service,The staff did not address concerns or complaints effectively.,2024-06-02 22:30:00
660,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-06-02 17:19:00
661,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-02 14:19:00
662,Service,The staff did not address concerns or complaints effectively.,2024-06-02 12:48:00
663,Atmosphere,The decor was outdated or unappealing.,2024-06-02 06:43:00
664,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-06-02 02:59:00
665,Service,There was a lack of attention to detail in the preparation of drinks and food.,2024-06-02 19:01:00
666,Atmosphere,The music was too loud or not to my taste.,2024-06-02 14:47:00
667,Taste (Food),The sandwich was soggy.,2024-06-03 00:07:00
668,Taste (Pastries),The pastry was stale and dry.,2024-06-02 22:57:00
669,Atmosphere,The coffee shop was too noisy and loud.,2024-06-02 18:19:00
670,Taste (Food),The sandwich was soggy.,2024-06-03 00:40:00
671,Taste (Food),The food was not fresh.,2024-06-02 04:58:00
672,Other,The coffee shop was not accessible to people with disabilities.,2024-06-02 16:18:00
673,Atmosphere,The decor was outdated or unappealing.,2024-06-02 06:37:00
674,Service,The order was incorrect.,2024-06-02 15:01:00
675,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-02 04:42:00
676,Taste (Food),The salad dressing was overwhelming.,2024-06-03 02:25:00
677,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-03 11:24:00
678,Atmosphere,There were no available power outlets for charging devices.,2024-06-03 13:08:00
679,Taste (Coffee),The coffee was burnt and bitter.,2024-06-03 23:22:00
680,Taste (Food),The ingredients did not taste fresh.,2024-06-03 23:16:00
681,Other,Overall I would not recommend this coffee shop to others.,2024-06-03 18:27:00
682,Atmosphere,The seating was uncomfortable.,2024-06-03 12:26:00
683,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-03 11:57:00
684,Atmosphere,The seating was uncomfortable.,2024-06-03 12:34:00
685,Atmosphere,There were no available power outlets for charging devices.,2024-06-04 00:50:00
686,Other,Overall I would not recommend this coffee shop to others.,2024-06-03 20:12:00
687,Service,The overall experience was unsatisfactory due to poor service.,2024-06-03 21:16:00
688,Service,The order was incorrect.,2024-06-03 13:25:00
689,Taste (Coffee),The coffee was weak and watery.,2024-06-03 20:25:00
690,Other,The coffee shop was not accessible to people with disabilities.,2024-06-03 13:42:00
691,Taste (Coffee),The coffee was burnt and bitter.,2024-06-03 02:13:00
692,Other,The coffee shop did not offer enough variety on the menu.,2024-06-03 18:59:00
693,Other,The Wi-Fi was not working or slow.,2024-06-04 00:40:00
694,Taste (Pastries),The pastry was stale and dry.,2024-06-03 22:39:00
695,Other,Overall I would not recommend this coffee shop to others.,2024-06-04 01:15:00
696,Other,Overall I would not recommend this coffee shop to others.,2024-06-04 12:51:00
697,Taste (Food),The salad dressing was overwhelming.,2024-06-04 03:01:00
698,Atmosphere,The temperature was too hot or too cold.,2024-06-04 11:53:00
699,Other,Overall I would not recommend this coffee shop to others.,2024-06-04 21:39:00
700,Other,The coffee shop was not accessible to people with disabilities.,2024-06-04 08:26:00
701,Taste (Coffee),The coffee was weak and watery.,2024-06-04 10:34:00
702,Taste (Food),The food was not fresh.,2024-06-04 11:30:00
703,Taste (Pastries),The pastry was stale and dry.,2024-06-04 08:52:00
704,Service,The overall experience was unsatisfactory due to poor service.,2024-06-04 04:31:00
705,Other,The Wi-Fi was not working or slow.,2024-06-04 09:01:00
706,Taste (Food),The sandwich was soggy.,2024-06-04 21:39:00
707,Taste (Food),The salad dressing was overwhelming.,2024-06-04 19:41:00
708,Taste (Food),The cake was dry and flavorless.,2024-06-04 01:44:00
709,Other,The prices were too high for the quality offered.,2024-06-04 23:37:00
710,Taste (Food),The sandwich was soggy.,2024-06-04 09:46:00
711,Atmosphere,The coffee shop was too crowded and cramped.,2024-06-04 23:54:00
712,Other,The coffee shop did not cater to dietary restrictions (e.g.: gluten-free or vegan).,2024-06-04 14:01:00
713,Taste (Food),The food was not fresh.,2024-06-04 09:58:00
714,Other,The coffee shop did not offer any loyalty or rewards program.,2024-06-04 04:22:00
715,Atmosphere,The coffee shop was dirty or untidy.,2024-06-05 11:52:00
716,Taste (Food),The salad dressing was overwhelming.,2024-06-05 18:09:00
717,Other,The coffee shop did not have a welcoming or inviting atmosphere.,2024-06-05 07:38:00
718,Taste (Food),The cake was dry and flavorless.,2024-06-05 18:07:00
719,Service,The staff did not address concerns or complaints effectively.,2024-06-05 01:35:00
720,Service,The order was incorrect.,2024-06-05 17:01:00
721,Taste (Pastries),The pastry was stale and dry.,2024-06-06 00:53:00
722,Service,The staff were rude and unhelpful.,2024-06-05 08:51:00
723,Atmosphere,The music was too loud or not to my taste.,2024-06-05 06:00:00
724,Service,The overall experience was unsatisfactory due to poor service.,2024-06-05 15:59:00
725,Taste (Coffee),The espresso was over-extracted and harsh.,2024-06-05 17:59:00
726,Service,The service was slow and inefficient.,2024-06-05 06:49:00
727,Atmosphere,The coffee shop smelled unpleasant (e.g.: burnt coffee or cleaning products).,2024-06-05 14:51:00
728,Taste (Food),The cake was dry and flavorless.,2024-06-05 06:19:00
729,Other,Overall I would not recommend this coffee shop to others.,2024-06-05 10:06:00
730,Taste (Food),The food was not fresh.,2024-06-05 08:50:00
731,Taste (Coffee),The coffee was burnt and bitter.,2024-06-05 09:10:00
732,Taste (Food),The food was not fresh.,2024-06-05 16:10:00
733,Other,The prices were too high for the quality offered.,2024-06-05 19:32:00
730,Taste (Coffee),Seasonal coffee blend did not live up to expectations.,2024-05-15 16:36:00
731,Taste (Coffee),Milk in the latte was burnt giving it an unpleasant flavor.,2024-05-15 16:18:00
732,Taste (Coffee),Coffee did not meet expectations for the price.,2024-05-16 07:24:00
733,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-15 12:59:00
734,Taste (Coffee),Flavoring syrup in the coffee was artificial tasting or overpowering.,2024-05-15 20:33:00
735,Taste (Coffee),Coffee had an unpleasant oily or greasy mouthfeel.,2024-05-15 18:22:00
736,Taste (Coffee),Iced coffee was too sweet or not sweet enough.,2024-05-16 05:36:00
737,Taste (Coffee),Espresso was under-extracted tasting weak and sour.,2024-05-15 10:54:00
738,Taste (Coffee),Coffee tasted burnt due to a dirty coffee machine.,2024-05-16 01:26:00
739,Taste (Coffee),Milk in the cappuccino was over-steamed resulting in a dry foam.,2024-05-15 15:13:00
740,Taste (Coffee),Coffee tasted burnt and bitter.,2024-05-15 21:45:00
741,Taste (Coffee),Milk in the latte was burnt giving it an unpleasant flavor.,2024-05-15 22:09:00
742,Taste (Coffee),Milk in the latte was burnt giving it an unpleasant flavor.,2024-05-16 03:52:00
743,Taste (Coffee),Coffee was too sweet.,2024-05-16 02:45:00
744,Taste (Coffee),Nitro cold brew coffee lacked the creamy texture and cascading effect.,2024-05-15 17:22:00
745,Taste (Coffee),Coffee was brewed at the wrong temperature.,2024-05-16 02:49:00
746,Taste (Coffee),Alternative milk (almond soy etc.) was curdled in the coffee.,2024-05-15 11:34:00
747,Taste (Coffee),Overall the coffee was disappointing and not worth the price.,2024-05-15 17:08:00
748,Taste (Coffee),Coffee tasted burnt and bitter.,2024-05-15 12:24:00
749,Taste (Coffee),Coffee had an unpleasant oily or greasy mouthfeel.,2024-05-15 19:50:00
750,Taste (Coffee),Seasonal coffee blend did not live up to expectations.,2024-05-15 16:21:00
751,Taste (Coffee),Coffee had an unpleasant oily or greasy mouthfeel.,2024-05-15 20:11:00
752,Taste (Coffee),Flavoring syrup in the coffee was artificial tasting or overpowering.,2024-05-15 23:52:00
753,Taste (Coffee),Coffee had a strange off-putting aftertaste.,2024-05-15 18:13:00
754,Taste (Coffee),Iced coffee was watered down and lacked flavor.,2024-05-15 22:33:00
755,Taste (Coffee),Alternative milk (almond soy etc.) was curdled in the coffee.,2024-05-16 03:57:00
